stack,lab,Time,Nuclear_Label,Cell_Label,Branch,SmallBranch,Lineage
stack_2,114_028,114,28,12,3_0,00000000003_0_0,3
stack_2,113_018,113,18,13,3_0,00000000003_0_0,3
stack_2,112_015,112,15,15,3_0,00000000003_0_0,3
stack_2,095_014,95,14,17,3_0,00000000003_0_0,3
stack_2,111_018,111,18,13,3_0,00000000003_0_0,3
stack_2,109_013,109,13,11,3_0,00000000003_0_0,3
stack_2,108_023,108,23,12,3_0,00000000003_0_0,3
stack_2,107_012,107,12,15,3_0,00000000003_0_0,3
stack_2,106_015,106,15,14,3_0,00000000003_0_0,3
stack_2,105_021,105,21,14,3_0,00000000003_0_0,3
stack_2,104_013,104,13,12,3_0,00000000003_0_0,3
stack_2,103_003,103,3,14,3_0,00000000003_0_0,3
stack_2,102_018,102,18,14,3_0,00000000003_0_0,3
stack_2,101_012,101,12,13,3_0,00000000003_0_0,3
stack_2,100_014,100,14,13,3_0,00000000003_0_0,3
stack_2,099_006,99,6,14,3_0,00000000003_0_0,3
stack_2,098_015,98,15,15,3_0,00000000003_0_0,3
stack_2,097_011,97,11,15,3_0,00000000003_0_0,3
stack_2,110_019,110,19,10,3_0,00000000003_0_0,3
stack_2,063_009,63,9,14,3_0,0000000000003_0,3
stack_2,027_006,27,6,2,3_0,000000000000003,3
stack_2,061_003,61,3,10,3_0,0000000000003_0,3
stack_2,028_015,28,15,2,3_0,000000000000003,3
stack_2,062_008,62,8,13,3_0,0000000000003_0,3
stack_2,026_001,26,1,2,3_0,000000000000003,3
stack_2,025_002,25,2,1,3_0,000000000000003,3
stack_2,024_001,24,1,16,3_0,000000000000003,3
stack_2,023_001,23,1,2,3_0,000000000000003,3
stack_2,022_003,22,3,2,3_0,000000000000003,3
stack_2,021_003,21,3,3,3_0,000000000000003,3
stack_2,020_006,20,6,5,3_0,000000000000003,3
stack_2,019_004,19,4,5,3_0,000000000000003,3
stack_2,018_006,18,6,4,3_0,000000000000003,3
stack_2,017_008,17,8,8,3_0,000000000000003,3
stack_2,016_007,16,7,4,3_0,000000000000003,3
stack_2,015_003,15,3,4,3_0,000000000000003,3
stack_2,014_007,14,7,3,3_0,000000000000003,3
stack_2,013_007,13,7,5,3_0,000000000000003,3
stack_2,012_002,12,2,4,3_0,000000000000003,3
stack_2,011_004,11,4,5,3_0,000000000000003,3
stack_2,010_001,10,1,5,3_0,000000000000003,3
stack_2,009_001,9,1,6,3_0,000000000000003,3
stack_2,008_004,8,4,5,3_0,000000000000003,3
stack_2,007_006,7,6,5,3_0,000000000000003,3
stack_2,006_006,6,6,5,3_0,000000000000003,3
stack_2,005_007,5,7,6,3_0,000000000000003,3
stack_2,004_007,4,7,6,3_0,000000000000003,3
stack_2,003_003,3,3,5,3_0,000000000000003,3
stack_2,002_004,2,4,5,3_0,000000000000003,3
stack_2,029_015,29,15,8,3_0,0000000000003_0,3
stack_2,030_014,30,14,12,3_0,0000000000003_0,3
stack_2,001_006,1,6,7,3_0,000000000000003,3
stack_2,032_015,32,15,12,3_0,0000000000003_0,3
stack_2,031_014,31,14,12,3_0,0000000000003_0,3
stack_2,060_004,60,4,8,3_0,0000000000003_0,3
stack_2,059_009,59,9,9,3_0,0000000000003_0,3
stack_2,058_010,58,10,9,3_0,0000000000003_0,3
stack_2,057_011,57,11,9,3_0,0000000000003_0,3
stack_2,056_011,56,11,10,3_0,0000000000003_0,3
stack_2,055_006,55,6,10,3_0,0000000000003_0,3
stack_2,054_011,54,11,10,3_0,0000000000003_0,3
stack_2,052_010,52,10,10,3_0,0000000000003_0,3
stack_2,051_013,51,13,10,3_0,0000000000003_0,3
stack_2,050_016,50,16,10,3_0,0000000000003_0,3
stack_2,049_016,49,16,10,3_0,0000000000003_0,3
stack_2,048_016,48,16,10,3_0,0000000000003_0,3
stack_2,047_016,47,16,10,3_0,0000000000003_0,3
stack_2,053_013,53,13,10,3_0,0000000000003_0,3
stack_2,045_016,45,16,9,3_0,0000000000003_0,3
stack_2,046_016,46,16,9,3_0,0000000000003_0,3
stack_2,034_013,34,13,12,3_0,0000000000003_0,3
stack_2,035_014,35,14,11,3_0,0000000000003_0,3
stack_2,036_012,36,12,10,3_0,0000000000003_0,3
stack_2,038_014,38,14,11,3_0,0000000000003_0,3
stack_2,039_016,39,16,10,3_0,0000000000003_0,3
stack_2,037_010,37,10,11,3_0,0000000000003_0,3
stack_2,033_012,33,12,12,3_0,0000000000003_0,3
stack_2,041_016,41,16,10,3_0,0000000000003_0,3
stack_2,042_016,42,16,9,3_0,0000000000003_0,3
stack_2,043_016,43,16,9,3_0,0000000000003_0,3
stack_2,044_016,44,16,9,3_0,0000000000003_0,3
stack_2,040_016,40,16,9,3_0,0000000000003_0,3
stack_2,085_009,85,9,19,3_1,00000000003_0_1,3
stack_2,082_020,82,20,21,3_1,00000000003_0_1,3
stack_2,083_021,83,21,20,3_1,00000000003_0_1,3
stack_2,084_013,84,13,20,3_1,00000000003_0_1,3
stack_2,086_019,86,19,21,3_1,00000000003_0_1,3
stack_2,092_016,92,16,25,3_1,00000000003_0_1,3
stack_2,088_017,88,17,22,3_1,00000000003_0_1,3
stack_2,089_016,89,16,24,3_1,00000000003_0_1,3
stack_2,090_006,90,6,26,3_1,00000000003_0_1,3
stack_2,091_014,91,14,24,3_1,00000000003_0_1,3
stack_2,081_021,81,21,21,3_1,00000000003_0_1,3
stack_2,087_016,87,16,22,3_1,00000000003_0_1,3
stack_2,080_022,80,22,21,3_1,00000000003_0_1,3
stack_2,065_005,65,5,16,3_1,0000000000003_0,3
stack_2,078_014,78,14,21,3_1,00000000003_0_1,3
stack_2,077_012,77,12,21,3_1,00000000003_0_1,3
stack_2,076_009,76,9,21,3_1,00000000003_0_1,3
stack_2,075_016,75,16,21,3_1,00000000003_0_1,3
stack_2,074_026,74,26,22,3_1,00000000003_0_1,3
stack_2,073_029,73,29,23,3_1,00000000003_0_1,3
stack_2,072_029,72,29,23,3_1,00000000003_0_1,3
stack_2,071_030,71,30,19,3_1,00000000003_0_1,3
stack_2,069_017,69,17,17,3_1,0000000000003_0,3
stack_2,068_001,68,1,18,3_1,0000000000003_0,3
stack_2,067_003,67,3,15,3_1,0000000000003_0,3
stack_2,066_007,66,7,14,3_1,0000000000003_0,3
stack_2,093_016,93,16,30,3_1,00000000003_0_1,3
stack_2,079_017,79,17,22,3_1,00000000003_0_1,3
stack_2,094_013,94,13,29,3_1,00000000003_0_1,3
stack_2,109_012,109,12,24,3_1,00000000003_0_1,3
stack_2,096_023,96,23,25,3_1,00000000003_0_1,3
stack_2,064_007,64,7,15,3_1,0000000000003_0,3
stack_2,124_007,124,7,8,3_1,00000000003_0_1,3
stack_2,123_009,123,9,7,3_1,00000000003_0_1,3
stack_2,122_006,122,6,7,3_1,00000000003_0_1,3
stack_2,121_010,121,10,8,3_1,00000000003_0_1,3
stack_2,120_016,120,16,8,3_1,00000000003_0_1,3
stack_2,119_011,119,11,10,3_1,00000000003_0_1,3
stack_2,118_010,118,10,6,3_1,00000000003_0_1,3
stack_2,117_008,117,8,8,3_1,00000000003_0_1,3
stack_2,116_010,116,10,9,3_1,00000000003_0_1,3
stack_2,115_010,115,10,9,3_1,00000000003_0_1,3
stack_2,114_015,114,15,10,3_1,00000000003_0_1,3
stack_2,113_013,113,13,12,3_1,00000000003_0_1,3
stack_2,095_020,95,20,27,3_1,00000000003_0_1,3
stack_2,112_017,112,17,14,3_1,00000000003_0_1,3
stack_2,110_006,110,6,19,3_1,00000000003_0_1,3
stack_2,108_016,108,16,24,3_1,00000000003_0_1,3
stack_2,107_015,107,15,25,3_1,00000000003_0_1,3
stack_2,106_020,106,20,25,3_1,00000000003_0_1,3
stack_2,105_013,105,13,24,3_1,00000000003_0_1,3
stack_2,104_015,104,15,24,3_1,00000000003_0_1,3
stack_2,103_024,103,24,26,3_1,00000000003_0_1,3
stack_2,102_024,102,24,27,3_1,00000000003_0_1,3
stack_2,101_019,101,19,26,3_1,00000000003_0_1,3
stack_2,100_026,100,26,23,3_1,00000000003_0_1,3
stack_2,099_026,99,26,25,3_1,00000000003_0_1,3
stack_2,098_026,98,26,25,3_1,00000000003_0_1,3
stack_2,097_021,97,21,26,3_1,00000000003_0_1,3
stack_2,111_005,111,5,14,3_1,00000000003_0_1,3
stack_2,063_009,63,9,14,3_1,0000000000003_0,3
stack_2,062_008,62,8,13,3_1,0000000000003_0,3
stack_2,061_003,61,3,10,3_1,0000000000003_0,3
stack_2,028_015,28,15,2,3_1,000000000000003,3
stack_2,027_006,27,6,2,3_1,000000000000003,3
stack_2,026_001,26,1,2,3_1,000000000000003,3
stack_2,025_002,25,2,1,3_1,000000000000003,3
stack_2,024_001,24,1,16,3_1,000000000000003,3
stack_2,023_001,23,1,2,3_1,000000000000003,3
stack_2,022_003,22,3,2,3_1,000000000000003,3
stack_2,021_003,21,3,3,3_1,000000000000003,3
stack_2,020_006,20,6,5,3_1,000000000000003,3
stack_2,019_004,19,4,5,3_1,000000000000003,3
stack_2,018_006,18,6,4,3_1,000000000000003,3
stack_2,017_008,17,8,8,3_1,000000000000003,3
stack_2,015_003,15,3,4,3_1,000000000000003,3
stack_2,014_007,14,7,3,3_1,000000000000003,3
stack_2,013_007,13,7,5,3_1,000000000000003,3
stack_2,012_002,12,2,4,3_1,000000000000003,3
stack_2,011_004,11,4,5,3_1,000000000000003,3
stack_2,010_001,10,1,5,3_1,000000000000003,3
stack_2,009_001,9,1,6,3_1,000000000000003,3
stack_2,008_004,8,4,5,3_1,000000000000003,3
stack_2,007_006,7,6,5,3_1,000000000000003,3
stack_2,006_006,6,6,5,3_1,000000000000003,3
stack_2,005_007,5,7,6,3_1,000000000000003,3
stack_2,004_007,4,7,6,3_1,000000000000003,3
stack_2,003_003,3,3,5,3_1,000000000000003,3
stack_2,002_004,2,4,5,3_1,000000000000003,3
stack_2,001_006,1,6,7,3_1,000000000000003,3
stack_2,029_015,29,15,8,3_1,0000000000003_0,3
stack_2,030_014,30,14,12,3_1,0000000000003_0,3
stack_2,016_007,16,7,4,3_1,000000000000003,3
stack_2,032_015,32,15,12,3_1,0000000000003_0,3
stack_2,031_014,31,14,12,3_1,0000000000003_0,3
stack_2,059_009,59,9,9,3_1,0000000000003_0,3
stack_2,058_010,58,10,9,3_1,0000000000003_0,3
stack_2,057_011,57,11,9,3_1,0000000000003_0,3
stack_2,056_011,56,11,10,3_1,0000000000003_0,3
stack_2,055_006,55,6,10,3_1,0000000000003_0,3
stack_2,054_011,54,11,10,3_1,0000000000003_0,3
stack_2,053_013,53,13,10,3_1,0000000000003_0,3
stack_2,052_010,52,10,10,3_1,0000000000003_0,3
stack_2,051_013,51,13,10,3_1,0000000000003_0,3
stack_2,050_016,50,16,10,3_1,0000000000003_0,3
stack_2,049_016,49,16,10,3_1,0000000000003_0,3
stack_2,048_016,48,16,10,3_1,0000000000003_0,3
stack_2,047_016,47,16,10,3_1,0000000000003_0,3
stack_2,060_004,60,4,8,3_1,0000000000003_0,3
stack_2,033_012,33,12,12,3_1,0000000000003_0,3
stack_2,034_013,34,13,12,3_1,0000000000003_0,3
stack_2,035_014,35,14,11,3_1,0000000000003_0,3
stack_2,036_012,36,12,10,3_1,0000000000003_0,3
stack_2,046_016,46,16,9,3_1,0000000000003_0,3
stack_2,038_014,38,14,11,3_1,0000000000003_0,3
stack_2,039_016,39,16,10,3_1,0000000000003_0,3
stack_2,037_010,37,10,11,3_1,0000000000003_0,3
stack_2,041_016,41,16,10,3_1,0000000000003_0,3
stack_2,042_016,42,16,9,3_1,0000000000003_0,3
stack_2,043_016,43,16,9,3_1,0000000000003_0,3
stack_2,044_016,44,16,9,3_1,0000000000003_0,3
stack_2,045_016,45,16,9,3_1,0000000000003_0,3
stack_2,040_016,40,16,9,3_1,0000000000003_0,3
stack_2,082_003,82,3,15,3_2,00000000003_1_0,3
stack_2,083_005,83,5,15,3_2,00000000003_1_0,3
stack_2,084_005,84,5,15,3_2,00000000003_1_0,3
stack_2,085_013,85,13,14,3_2,00000000003_1_0,3
stack_2,086_013,86,13,15,3_2,00000000003_1_0,3
stack_2,093_002,93,2,31,3_2,00000000003_1_0,3
stack_2,088_008,88,8,20,3_2,00000000003_1_0,3
stack_2,089_004,89,4,20,3_2,00000000003_1_0,3
stack_2,090_009,90,9,21,3_2,00000000003_1_0,3
stack_2,091_012,91,12,18,3_2,00000000003_1_0,3
stack_2,092_002,92,2,23,3_2,00000000003_1_0,3
stack_2,081_003,81,3,15,3_2,00000000003_1_0,3
stack_2,087_010,87,10,17,3_2,00000000003_1_0,3
stack_2,080_003,80,3,16,3_2,00000000003_1_0,3
stack_2,072_017,72,17,27,3_2,00000000003_1_0,3
stack_2,078_009,78,9,14,3_2,00000000003_1_0,3
stack_2,077_006,77,6,14,3_2,00000000003_1_0,3
stack_2,076_010,76,10,15,3_2,00000000003_1_0,3
stack_2,075_008,75,8,16,3_2,00000000003_1_0,3
stack_2,074_013,74,13,20,3_2,00000000003_1_0,3
stack_2,073_007,73,7,24,3_2,00000000003_1_0,3
stack_2,071_007,71,7,23,3_2,00000000003_1_0,3
stack_2,070_019,70,19,21,3_2,00000000003_1_0,3
stack_2,069_024,69,24,20,3_2,00000000003_1_0,3
stack_2,068_022,68,22,23,3_2,00000000003_1_0,3
stack_2,067_027,67,27,27,3_2,00000000003_1_0,3
stack_2,066_005,66,5,24,3_2,0000000000003_1,3
stack_2,065_004,65,4,22,3_2,0000000000003_1,3
stack_2,079_004,79,4,14,3_2,00000000003_1_0,3
stack_2,094_003,94,3,31,3_2,00000000003_1_0,3
stack_2,096_006,96,6,28,3_2,00000000003_1_0,3
stack_2,064_002,64,2,21,3_2,0000000000003_1,3
stack_2,095_003,95,3,30,3_2,00000000003_1_0,3
stack_2,101_006,101,6,34,3_2,00000000003_1_0,3
stack_2,100_006,100,6,30,3_2,00000000003_1_0,3
stack_2,099_002,99,2,30,3_2,00000000003_1_0,3
stack_2,098_009,98,9,30,3_2,00000000003_1_0,3
stack_2,097_004,97,4,29,3_2,00000000003_1_0,3
stack_2,063_007,63,7,21,3_2,0000000000003_1,3
stack_2,059_014,59,14,16,3_2,0000000000003_1,3
stack_2,061_010,61,10,16,3_2,0000000000003_1,3
stack_2,028_015,28,15,2,3_2,000000000000003,3
stack_2,027_006,27,6,2,3_2,000000000000003,3
stack_2,026_001,26,1,2,3_2,000000000000003,3
stack_2,025_002,25,2,1,3_2,000000000000003,3
stack_2,024_001,24,1,16,3_2,000000000000003,3
stack_2,023_001,23,1,2,3_2,000000000000003,3
stack_2,022_003,22,3,2,3_2,000000000000003,3
stack_2,021_003,21,3,3,3_2,000000000000003,3
stack_2,020_006,20,6,5,3_2,000000000000003,3
stack_2,019_004,19,4,5,3_2,000000000000003,3
stack_2,018_006,18,6,4,3_2,000000000000003,3
stack_2,017_008,17,8,8,3_2,000000000000003,3
stack_2,016_007,16,7,4,3_2,000000000000003,3
stack_2,029_016,29,16,9,3_2,0000000000003_1,3
stack_2,015_003,15,3,4,3_2,000000000000003,3
stack_2,013_007,13,7,5,3_2,000000000000003,3
stack_2,012_002,12,2,4,3_2,000000000000003,3
stack_2,011_004,11,4,5,3_2,000000000000003,3
stack_2,010_001,10,1,5,3_2,000000000000003,3
stack_2,009_001,9,1,6,3_2,000000000000003,3
stack_2,008_004,8,4,5,3_2,000000000000003,3
stack_2,007_006,7,6,5,3_2,000000000000003,3
stack_2,006_006,6,6,5,3_2,000000000000003,3
stack_2,005_007,5,7,6,3_2,000000000000003,3
stack_2,004_007,4,7,6,3_2,000000000000003,3
stack_2,003_003,3,3,5,3_2,000000000000003,3
stack_2,002_004,2,4,5,3_2,000000000000003,3
stack_2,062_009,62,9,20,3_2,0000000000003_1,3
stack_2,014_007,14,7,3,3_2,000000000000003,3
stack_2,030_016,30,16,16,3_2,0000000000003_1,3
stack_2,001_006,1,6,7,3_2,000000000000003,3
stack_2,032_006,32,6,14,3_2,0000000000003_1,3
stack_2,031_007,31,7,14,3_2,0000000000003_1,3
stack_2,058_016,58,16,16,3_2,0000000000003_1,3
stack_2,057_015,57,15,16,3_2,0000000000003_1,3
stack_2,056_015,56,15,16,3_2,0000000000003_1,3
stack_2,055_014,55,14,15,3_2,0000000000003_1,3
stack_2,054_015,54,15,16,3_2,0000000000003_1,3
stack_2,053_016,53,16,16,3_2,0000000000003_1,3
stack_2,052_016,52,16,15,3_2,0000000000003_1,3
stack_2,051_016,51,16,16,3_2,0000000000003_1,3
stack_2,050_015,50,15,16,3_2,0000000000003_1,3
stack_2,049_013,49,13,16,3_2,0000000000003_1,3
stack_2,048_014,48,14,15,3_2,0000000000003_1,3
stack_2,047_013,47,13,15,3_2,0000000000003_1,3
stack_2,060_011,60,11,16,3_2,0000000000003_1,3
stack_2,045_014,45,14,16,3_2,0000000000003_1,3
stack_2,046_013,46,13,16,3_2,0000000000003_1,3
stack_2,033_001,33,1,15,3_2,0000000000003_1,3
stack_2,034_003,34,3,14,3_2,0000000000003_1,3
stack_2,035_006,35,6,14,3_2,0000000000003_1,3
stack_2,036_010,36,10,14,3_2,0000000000003_1,3
stack_2,038_011,38,11,16,3_2,0000000000003_1,3
stack_2,037_004,37,4,15,3_2,0000000000003_1,3
stack_2,040_015,40,15,16,3_2,0000000000003_1,3
stack_2,041_015,41,15,16,3_2,0000000000003_1,3
stack_2,042_013,42,13,16,3_2,0000000000003_1,3
stack_2,043_011,43,11,16,3_2,0000000000003_1,3
stack_2,044_009,44,9,16,3_2,0000000000003_1,3
stack_2,039_003,39,3,16,3_2,0000000000003_1,3
stack_2,084_010,84,10,30,3_3,00000000003_1_1,3
stack_2,082_005,82,5,31,3_3,00000000003_1_1,3
stack_2,083_007,83,7,30,3_3,00000000003_1_1,3
stack_2,085_014,85,14,30,3_3,00000000003_1_1,3
stack_2,091_022,91,22,34,3_3,00000000003_1_1,3
stack_2,087_015,87,15,31,3_3,00000000003_1_1,3
stack_2,088_010,88,10,31,3_3,00000000003_1_1,3
stack_2,089_011,89,11,35,3_3,00000000003_1_1,3
stack_2,090_017,90,17,36,3_3,00000000003_1_1,3
stack_2,081_011,81,11,31,3_3,00000000003_1_1,3
stack_2,092_027,92,27,34,3_3,00000000003_1_1,3
stack_2,086_010,86,10,31,3_3,00000000003_1_1,3
stack_2,080_011,80,11,31,3_3,00000000003_1_1,3
stack_2,074_023,74,23,31,3_3,00000000003_1_1,3
stack_2,078_011,78,11,31,3_3,00000000003_1_1,3
stack_2,077_008,77,8,31,3_3,00000000003_1_1,3
stack_2,076_013,76,13,31,3_3,00000000003_1_1,3
stack_2,075_010,75,10,31,3_3,00000000003_1_1,3
stack_2,073_010,73,10,33,3_3,00000000003_1_1,3
stack_2,072_012,72,12,33,3_3,00000000003_1_1,3
stack_2,071_017,71,17,30,3_3,00000000003_1_1,3
stack_2,070_025,70,25,28,3_3,00000000003_1_1,3
stack_2,069_016,69,16,28,3_3,00000000003_1_1,3
stack_2,068_018,68,18,29,3_3,00000000003_1_1,3
stack_2,066_005,66,5,24,3_3,0000000000003_1,3
stack_2,093_019,93,19,36,3_3,00000000003_1_1,3
stack_2,065_004,65,4,22,3_3,0000000000003_1,3
stack_2,079_014,79,14,32,3_3,00000000003_1_1,3
stack_2,094_028,94,28,35,3_3,00000000003_1_1,3
stack_2,096_027,96,27,31,3_3,00000000003_1_1,3
stack_2,064_002,64,2,21,3_3,0000000000003_1,3
stack_2,095_027,95,27,33,3_3,00000000003_1_1,3
stack_2,098_025,98,25,32,3_3,00000000003_1_1,3
stack_2,097_026,97,26,32,3_3,00000000003_1_1,3
stack_2,063_007,63,7,21,3_3,0000000000003_1,3
stack_2,058_016,58,16,16,3_3,0000000000003_1,3
stack_2,061_010,61,10,16,3_3,0000000000003_1,3
stack_2,027_006,27,6,2,3_3,000000000000003,3
stack_2,026_001,26,1,2,3_3,000000000000003,3
stack_2,025_002,25,2,1,3_3,000000000000003,3
stack_2,024_001,24,1,16,3_3,000000000000003,3
stack_2,023_001,23,1,2,3_3,000000000000003,3
stack_2,022_003,22,3,2,3_3,000000000000003,3
stack_2,021_003,21,3,3,3_3,000000000000003,3
stack_2,020_006,20,6,5,3_3,000000000000003,3
stack_2,019_004,19,4,5,3_3,000000000000003,3
stack_2,018_006,18,6,4,3_3,000000000000003,3
stack_2,017_008,17,8,8,3_3,000000000000003,3
stack_2,016_007,16,7,4,3_3,000000000000003,3
stack_2,015_003,15,3,4,3_3,000000000000003,3
stack_2,014_007,14,7,3,3_3,000000000000003,3
stack_2,013_007,13,7,5,3_3,000000000000003,3
stack_2,012_002,12,2,4,3_3,000000000000003,3
stack_2,011_004,11,4,5,3_3,000000000000003,3
stack_2,010_001,10,1,5,3_3,000000000000003,3
stack_2,009_001,9,1,6,3_3,000000000000003,3
stack_2,008_004,8,4,5,3_3,000000000000003,3
stack_2,007_006,7,6,5,3_3,000000000000003,3
stack_2,006_006,6,6,5,3_3,000000000000003,3
stack_2,005_007,5,7,6,3_3,000000000000003,3
stack_2,004_007,4,7,6,3_3,000000000000003,3
stack_2,062_009,62,9,20,3_3,0000000000003_1,3
stack_2,002_004,2,4,5,3_3,000000000000003,3
stack_2,001_006,1,6,7,3_3,000000000000003,3
stack_2,028_015,28,15,2,3_3,000000000000003,3
stack_2,029_016,29,16,9,3_3,0000000000003_1,3
stack_2,003_003,3,3,5,3_3,000000000000003,3
stack_2,031_007,31,7,14,3_3,0000000000003_1,3
stack_2,030_016,30,16,16,3_3,0000000000003_1,3
stack_2,060_011,60,11,16,3_3,0000000000003_1,3
stack_2,057_015,57,15,16,3_3,0000000000003_1,3
stack_2,056_015,56,15,16,3_3,0000000000003_1,3
stack_2,055_014,55,14,15,3_3,0000000000003_1,3
stack_2,054_015,54,15,16,3_3,0000000000003_1,3
stack_2,053_016,53,16,16,3_3,0000000000003_1,3
stack_2,052_016,52,16,15,3_3,0000000000003_1,3
stack_2,051_016,51,16,16,3_3,0000000000003_1,3
stack_2,050_015,50,15,16,3_3,0000000000003_1,3
stack_2,049_013,49,13,16,3_3,0000000000003_1,3
stack_2,048_014,48,14,15,3_3,0000000000003_1,3
stack_2,047_013,47,13,15,3_3,0000000000003_1,3
stack_2,046_013,46,13,16,3_3,0000000000003_1,3
stack_2,059_014,59,14,16,3_3,0000000000003_1,3
stack_2,044_009,44,9,16,3_3,0000000000003_1,3
stack_2,045_014,45,14,16,3_3,0000000000003_1,3
stack_2,034_003,34,3,14,3_3,0000000000003_1,3
stack_2,035_006,35,6,14,3_3,0000000000003_1,3
stack_2,036_010,36,10,14,3_3,0000000000003_1,3
stack_2,037_004,37,4,15,3_3,0000000000003_1,3
stack_2,033_001,33,1,15,3_3,0000000000003_1,3
stack_2,039_003,39,3,16,3_3,0000000000003_1,3
stack_2,043_011,43,11,16,3_3,0000000000003_1,3
stack_2,038_011,38,11,16,3_3,0000000000003_1,3
stack_2,032_006,32,6,14,3_3,0000000000003_1,3
stack_2,041_015,41,15,16,3_3,0000000000003_1,3
stack_2,040_015,40,15,16,3_3,0000000000003_1,3
stack_2,042_013,42,13,16,3_3,0000000000003_1,3
stack_2,079_024,79,24,30,4_0,00000000004_0_0,4
stack_2,068_008,68,8,24,4_0,0000000000004_0,4
stack_2,078_006,78,6,27,4_0,00000000004_0_0,4
stack_2,077_023,77,23,27,4_0,00000000004_0_0,4
stack_2,076_015,76,15,26,4_0,00000000004_0_0,4
stack_2,074_017,74,17,21,4_0,00000000004_0_0,4
stack_2,073_015,73,15,19,4_0,00000000004_0_0,4
stack_2,072_021,72,21,15,4_0,00000000004_0_0,4
stack_2,071_027,71,27,24,4_0,00000000004_0_0,4
stack_2,070_022,70,22,24,4_0,0000000000004_0,4
stack_2,069_028,69,28,24,4_0,0000000000004_0,4
stack_2,075_005,75,5,25,4_0,00000000004_0_0,4
stack_2,062_007,62,7,15,4_0,0000000000004_0,4
stack_2,066_001,66,1,16,4_0,0000000000004_0,4
stack_2,065_002,65,2,15,4_0,0000000000004_0,4
stack_2,064_006,64,6,17,4_0,0000000000004_0,4
stack_2,063_003,63,3,16,4_0,0000000000004_0,4
stack_2,061_004,61,4,14,4_0,0000000000004_0,4
stack_2,060_002,60,2,14,4_0,0000000000004_0,4
stack_2,059_002,59,2,14,4_0,0000000000004_0,4
stack_2,058_005,58,5,14,4_0,0000000000004_0,4
stack_2,057_009,57,9,14,4_0,0000000000004_0,4
stack_2,080_030,80,30,28,4_0,00000000004_0_0,4
stack_2,067_001,67,1,19,4_0,0000000000004_0,4
stack_2,081_027,81,27,28,4_0,00000000004_0_0,4
stack_2,083_012,83,12,28,4_0,00000000004_0_0,4
stack_2,056_005,56,5,13,4_0,0000000000004_0,4
stack_2,082_026,82,26,28,4_0,00000000004_0_0,4
stack_2,095_007,95,7,22,4_0,00000000004_0_0,4
stack_2,094_014,94,14,23,4_0,00000000004_0_0,4
stack_2,093_009,93,9,25,4_0,00000000004_0_0,4
stack_2,091_016,91,16,31,4_0,00000000004_0_0,4
stack_2,090_025,90,25,33,4_0,00000000004_0_0,4
stack_2,089_009,89,9,31,4_0,00000000004_0_0,4
stack_2,088_014,88,14,28,4_0,00000000004_0_0,4
stack_2,087_024,87,24,27,4_0,00000000004_0_0,4
stack_2,086_031,86,31,27,4_0,00000000004_0_0,4
stack_2,085_026,85,26,28,4_0,00000000004_0_0,4
stack_2,084_025,84,25,28,4_0,00000000004_0_0,4
stack_2,097_010,97,10,23,4_0,00000000004_0_0,4
stack_2,055_005,55,5,13,4_0,0000000000004_0,4
stack_2,049_002,49,2,13,4_0,0000000000004_0,4
stack_2,053_005,53,5,13,4_0,0000000000004_0,4
stack_2,023_010,23,10,1,4_0,000000000000004,4
stack_2,022_001,22,1,1,4_0,000000000000004,4
stack_2,021_001,21,1,2,4_0,000000000000004,4
stack_2,020_003,20,3,1,4_0,000000000000004,4
stack_2,019_002,19,2,1,4_0,000000000000004,4
stack_2,018_004,18,4,1,4_0,000000000000004,4
stack_2,017_003,17,3,6,4_0,000000000000004,4
stack_2,016_005,16,5,8,4_0,000000000000004,4
stack_2,015_004,15,4,8,4_0,000000000000004,4
stack_2,014_002,14,2,7,4_0,000000000000004,4
stack_2,012_004,12,4,8,4_0,000000000000004,4
stack_2,011_008,11,8,8,4_0,000000000000004,4
stack_2,010_007,10,7,8,4_0,000000000000004,4
stack_2,009_002,9,2,1,4_0,000000000000004,4
stack_2,008_001,8,1,1,4_0,000000000000004,4
stack_2,007_007,7,7,1,4_0,000000000000004,4
stack_2,006_005,6,5,1,4_0,000000000000004,4
stack_2,005_003,5,3,1,4_0,000000000000004,4
stack_2,004_006,4,6,1,4_0,000000000000004,4
stack_2,003_004,3,4,1,4_0,000000000000004,4
stack_2,002_003,2,3,1,4_0,000000000000004,4
stack_2,001_005,1,5,3,4_0,000000000000004,4
stack_2,054_004,54,4,13,4_0,0000000000004_0,4
stack_2,024_006,24,6,14,4_0,000000000000004,4
stack_2,025_015,25,15,3,4_0,0000000000004_0,4
stack_2,013_002,13,2,9,4_0,000000000000004,4
stack_2,027_001,27,1,3,4_0,0000000000004_0,4
stack_2,026_006,26,6,4,4_0,0000000000004_0,4
stack_2,052_003,52,3,14,4_0,0000000000004_0,4
stack_2,051_003,51,3,13,4_0,0000000000004_0,4
stack_2,050_006,50,6,13,4_0,0000000000004_0,4
stack_2,048_007,48,7,11,4_0,0000000000004_0,4
stack_2,047_004,47,4,13,4_0,0000000000004_0,4
stack_2,046_004,46,4,13,4_0,0000000000004_0,4
stack_2,045_006,45,6,11,4_0,0000000000004_0,4
stack_2,043_005,43,5,11,4_0,0000000000004_0,4
stack_2,042_002,42,2,11,4_0,0000000000004_0,4
stack_2,041_002,41,2,11,4_0,0000000000004_0,4
stack_2,040_006,40,6,10,4_0,0000000000004_0,4
